product_id,product_name,category_id,category_name,subcategory_name,brand,sku,unit_price,cost_price,weight_kg,is_active,launch_date,gross_margin_pct
PROD-38C0AEEE,NatureCo Outdoor Model-439,CAT-011,Sports,Outdoor,Styleco,SKU-109609,869.4,312.94,18.99,True,2018-12-30,64.01
PROD-3C401A82,EcoLife Tablets Model-250,CAT-003,Electronics,Tablets,Glowup,SKU-628912,1143.94,726.08,9.03,False,2018-01-28,36.53
PROD-FB1C50E2,QuickFit Women's Wear Model-469,CAT-006,Clothing,Women's Wear,Gadgethub,SKU-775581,1127.33,645.8,17.66,False,2019-04-03,42.71
PROD-BFBE6188,TechPro Outdoor Model-731,CAT-011,Sports,Outdoor,Valuepick,SKU-921682,655.12,348.05,17.21,True,2020-05-04,46.87
PROD-5512D156,SportZen Fitness Model-209,CAT-012,Sports,Fitness,Valuepick,SKU-390913,1713.87,1102.33,16.51,True,2020-04-13,35.68
PROD-EE7E5661,HomePlus Outdoor Model-841,CAT-011,Sports,Outdoor,Homeplus,SKU-776791,1365.6,718.05,24.6,True,2021-11-19,47.42
PROD-F67B58D1,EcoLife Accessories Model-953,CAT-004,Electronics,Accessories,Styleco,SKU-273892,13.43,8.47,4.89,True,2019-08-01,36.93
PROD-1F869A7E,KidsWorld Kids Model-105,CAT-007,Clothing,Kids,Ecolife,SKU-862925,782.54,448.65,16.64,False,2023-02-11,42.67
PROD-FB33BC6F,HomePlus Decor Model-187,CAT-010,Home & Garden,Decor,Sportzen,SKU-455742,1671.71,821.37,0.44,False,2020-03-29,50.87
PROD-AF5701A2,TrendSet Makeup Model-192,CAT-016,Beauty,Makeup,Sportzen,SKU-821867,1897.49,1111.77,5.64,True,2021-12-22,41.41
PROD-5953721D,EcoLife Tablets Model-543,CAT-003,Electronics,Tablets,Natureco,SKU-324465,1954.83,1236.64,14.44,False,2020-12-17,36.74
PROD-3532734E,GlowUp Decor Model-296,CAT-010,Home & Garden,Decor,Sportzen,SKU-690829,871.27,351.57,20.02,True,2023-08-21,59.65
PROD-660937F0,StyleCo Women's Wear Model-522,CAT-006,Clothing,Women's Wear,Sportzen,SKU-679136,844.8,475.06,13.64,True,2022-01-13,43.77
PROD-0E0BDD2E,StyleCo Makeup Model-184,CAT-016,Beauty,Makeup,Styleco,SKU-105790,266.08,183.31,21.81,False,2020-06-28,31.11
PROD-BCE6CEAF,ReadMore Makeup Model-601,CAT-016,Beauty,Makeup,Trendset,SKU-177003,311.12,197.89,6.24,True,2021-11-18,36.39
PROD-0839ACAA,KidsWorld Men's Wear Model-867,CAT-005,Clothing,Men's Wear,Readmore,SKU-833243,1835.73,912.95,13.89,True,2019-08-02,50.27
PROD-2587DAEA,NatureCo Kids Model-233,CAT-007,Clothing,Kids,Glowup,SKU-285546,67.67,35.72,12.27,False,2023-06-07,47.21
PROD-061B4844,TrendSet Accessories Model-966,CAT-004,Electronics,Accessories,Ecolife,SKU-292111,283.74,138.09,5.74,True,2023-12-05,51.33
PROD-FD337F75,ReadMore Action Figures Model-611,CAT-018,Toys,Action Figures,Readmore,SKU-588318,1565.25,638.2,7.01,False,2020-07-12,59.23
PROD-5FAB22F8,SportZen Smartphones Model-441,CAT-001,Electronics,Smartphones,Natureco,SKU-769467,305.06,207.68,14.97,True,2021-05-08,31.92
PROD-EF14366B,HomePlus Tablets Model-327,CAT-003,Electronics,Tablets,Glowup,SKU-808568,123.66,61.12,20.16,True,2018-03-30,50.57
PROD-67CEC960,GadgetHub Smartphones Model-108,CAT-001,Electronics,Smartphones,Luxbrand,SKU-871469,1272.41,532.71,13.17,False,2023-10-19,58.13
PROD-B1FF585E,QuickFit Organic Model-901,CAT-019,Food,Organic,Quickfit,SKU-617342,667.87,303.12,20.56,False,2020-12-25,54.61
PROD-8FBFA17B,GlowUp Decor Model-517,CAT-010,Home & Garden,Decor,Kidsworld,SKU-302697,1821.37,812.95,14.75,False,2019-07-11,55.37
PROD-AF006C8C,StyleCo Skincare Model-111,CAT-015,Beauty,Skincare,Homeplus,SKU-595026,1191.74,567.62,18.53,True,2023-03-19,52.37
PROD-DA417490,QuickFit Kids Model-346,CAT-007,Clothing,Kids,Kidsworld,SKU-189198,1333.3,733.4,10.32,True,2021-12-01,44.99
PROD-C00B12ED,EcoLife Outdoor Model-319,CAT-011,Sports,Outdoor,Valuepick,SKU-561151,1129.95,441.74,1.07,True,2024-03-09,60.91
PROD-E8352A4B,LuxBrand Non-Fiction Model-755,CAT-014,Books,Non-Fiction,Glowup,SKU-155441,1905.51,688.3,1.52,True,2018-08-02,63.88
PROD-8BC25123,HomePlus Furniture Model-594,CAT-008,Home & Garden,Furniture,Styleco,SKU-863484,1886.48,917.0,5.75,True,2023-02-05,51.39
PROD-6BE263DE,KidsWorld Laptops Model-689,CAT-002,Electronics,Laptops,Gadgethub,SKU-597887,1528.81,700.74,2.61,False,2023-12-06,54.16
PROD-78EE156B,TrendSet Tablets Model-562,CAT-003,Electronics,Tablets,Quickfit,SKU-444004,1933.09,764.4,0.98,False,2019-01-16,60.46
PROD-A1D477AA,QuickFit Fitness Model-563,CAT-012,Sports,Fitness,Gadgethub,SKU-703330,1044.63,405.12,13.73,False,2021-12-14,61.22
PROD-95938A6B,StyleCo Decor Model-978,CAT-010,Home & Garden,Decor,Styleco,SKU-601855,1773.47,1229.21,15.15,False,2019-08-29,30.69
PROD-2EB8302A,EcoLife Organic Model-495,CAT-019,Food,Organic,Homeplus,SKU-528740,169.02,87.91,5.36,True,2022-05-23,47.99
PROD-E1A8374F,ReadMore Fiction Model-416,CAT-013,Books,Fiction,Natureco,SKU-356494,1219.66,621.76,20.3,False,2020-07-18,49.02
PROD-4673D7CE,ReadMore Educational Model-338,CAT-017,Toys,Educational,Ecolife,SKU-678364,9.5,5.0,11.27,True,2019-10-08,47.37
PROD-4648C2D1,TrendSet Decor Model-935,CAT-010,Home & Garden,Decor,Valuepick,SKU-297304,1421.17,577.41,22.38,True,2018-01-06,59.37
PROD-29F69509,SportZen Smartphones Model-545,CAT-001,Electronics,Smartphones,Valuepick,SKU-399564,1278.59,871.59,1.34,True,2019-05-11,31.83
PROD-23FFF162,SportZen Skincare Model-689,CAT-015,Beauty,Skincare,Ecolife,SKU-346490,79.69,46.67,19.22,True,2023-11-21,41.44
PROD-085F3D6D,EcoLife Women's Wear Model-690,CAT-006,Clothing,Women's Wear,Trendset,SKU-635641,592.63,224.59,2.4,True,2018-05-13,62.1
PROD-D197591C,TechPro Laptops Model-292,CAT-002,Electronics,Laptops,Styleco,SKU-715768,68.57,47.1,12.39,True,2018-09-12,31.31
PROD-8782D85D,AutoParts Accessories Model-521,CAT-004,Electronics,Accessories,Valuepick,SKU-630607,1489.13,862.66,6.59,False,2022-02-03,42.07
PROD-A6340442,ReadMore Outdoor Model-153,CAT-011,Sports,Outdoor,Autoparts,SKU-525900,1732.68,626.38,10.6,True,2020-06-12,63.85
PROD-908A4122,GadgetHub Accessories Model-828,CAT-004,Electronics,Accessories,Sportzen,SKU-868581,102.58,49.45,13.56,False,2021-11-03,51.79
PROD-2B8DC231,EcoLife Kids Model-238,CAT-007,Clothing,Kids,Readmore,SKU-878360,1363.12,825.06,9.18,True,2024-04-24,39.47
PROD-EFC3092E,AutoParts Decor Model-970,CAT-010,Home & Garden,Decor,Valuepick,SKU-328270,1474.64,898.65,2.73,False,2022-07-13,39.06
PROD-EC419B43,AutoParts Fitness Model-259,CAT-012,Sports,Fitness,Ecolife,SKU-109133,60.88,25.33,24.12,False,2018-03-12,58.39
PROD-5A1C771F,ReadMore Outdoor Model-665,CAT-011,Sports,Outdoor,Trendset,SKU-210606,1473.15,779.34,17.39,True,2023-02-16,47.1
PROD-D10F64A1,GadgetHub Educational Model-703,CAT-017,Toys,Educational,Sportzen,SKU-653283,1668.61,923.16,8.28,True,2022-06-14,44.67
PROD-9FA3B159,TrendSet Tablets Model-368,CAT-003,Electronics,Tablets,Natureco,SKU-340948,564.61,272.15,5.81,True,2019-10-08,51.8
PROD-8FB5AECE,KidsWorld Kitchen Model-856,CAT-009,Home & Garden,Kitchen,Trendset,SKU-362538,146.47,90.79,0.78,True,2019-06-04,38.01
PROD-0CF2B827,ValuePick Organic Model-330,CAT-019,Food,Organic,Valuepick,SKU-745507,528.0,277.53,23.11,True,2023-11-14,47.44
PROD-F1AEA1BD,TrendSet Fitness Model-589,CAT-012,Sports,Fitness,Styleco,SKU-766265,1117.88,543.91,11.18,True,2022-10-19,51.34
PROD-954FC23A,GlowUp Action Figures Model-227,CAT-018,Toys,Action Figures,Gadgethub,SKU-307171,1072.26,688.53,12.67,False,2018-12-31,35.79
PROD-57AAFE6B,ValuePick Skincare Model-745,CAT-015,Beauty,Skincare,Valuepick,SKU-543411,641.79,295.83,23.12,True,2022-11-09,53.91
PROD-8505C7BD,EcoLife Decor Model-451,CAT-010,Home & Garden,Decor,Readmore,SKU-967340,1619.09,691.29,18.67,True,2020-06-09,57.3
PROD-40FCA50A,SportZen Kitchen Model-433,CAT-009,Home & Garden,Kitchen,Sportzen,SKU-443873,978.39,532.61,4.86,True,2020-08-17,45.56
PROD-B57C76F1,EcoLife Kitchen Model-878,CAT-009,Home & Garden,Kitchen,Kidsworld,SKU-108155,1225.45,679.21,1.48,True,2019-03-05,44.57
PROD-6DE6B716,QuickFit Women's Wear Model-517,CAT-006,Clothing,Women's Wear,Sportzen,SKU-101826,1721.14,702.91,6.15,True,2022-03-20,59.16
PROD-24BC26A6,ValuePick Men's Wear Model-999,CAT-005,Clothing,Men's Wear,Autoparts,SKU-554536,235.26,90.63,1.1,True,2023-05-10,61.48
PROD-CCE3AA6C,KidsWorld Decor Model-132,CAT-010,Home & Garden,Decor,Ecolife,SKU-744047,118.65,63.68,24.14,True,2022-09-03,46.33
PROD-FDD3A85F,AutoParts Educational Model-744,CAT-017,Toys,Educational,Luxbrand,SKU-603537,1691.3,709.77,23.95,True,2019-01-04,58.03
PROD-159921DB,NatureCo Skincare Model-615,CAT-015,Beauty,Skincare,Ecolife,SKU-616761,622.65,272.91,24.25,True,2020-02-26,56.17
PROD-E04DD8B9,TechPro Kids Model-929,CAT-007,Clothing,Kids,Luxbrand,SKU-626062,287.51,187.18,22.02,False,2020-10-08,34.9
PROD-34A584B7,NatureCo Non-Fiction Model-818,CAT-014,Books,Non-Fiction,Autoparts,SKU-443804,960.56,603.96,17.56,True,2021-10-19,37.12
PROD-900DF25C,ReadMore Non-Fiction Model-260,CAT-014,Books,Non-Fiction,Kidsworld,SKU-782448,1196.94,761.19,24.75,True,2023-09-25,36.41
PROD-46C40F88,StyleCo Outdoor Model-397,CAT-011,Sports,Outdoor,Sportzen,SKU-418448,1094.59,427.93,3.13,True,2020-05-27,60.9
PROD-07724309,TrendSet Fitness Model-986,CAT-012,Sports,Fitness,Readmore,SKU-763528,379.61,206.31,4.04,True,2018-10-20,45.65
PROD-E523707C,TechPro Smartphones Model-314,CAT-001,Electronics,Smartphones,Techpro,SKU-264968,1608.0,660.74,4.57,True,2021-12-06,58.91
PROD-6BCE18F1,NatureCo Organic Model-381,CAT-019,Food,Organic,Autoparts,SKU-914266,1417.14,543.98,21.23,True,2024-04-03,61.61
PROD-58B0BDF1,TrendSet Tablets Model-363,CAT-003,Electronics,Tablets,Quickfit,SKU-316524,1955.94,778.91,13.28,True,2018-09-05,60.18
PROD-4289B123,AutoParts Skincare Model-272,CAT-015,Beauty,Skincare,Natureco,SKU-927345,796.83,336.21,14.6,True,2021-01-09,57.81
PROD-BA6C92B4,NatureCo Parts Model-602,CAT-020,Automotive,Parts,Kidsworld,SKU-317264,462.24,217.79,5.92,True,2018-08-19,52.88
PROD-E4BA9477,EcoLife Women's Wear Model-482,CAT-006,Clothing,Women's Wear,Autoparts,SKU-174980,1923.97,886.75,0.84,True,2021-11-02,53.91
PROD-6517850C,StyleCo Kids Model-635,CAT-007,Clothing,Kids,Techpro,SKU-943542,1144.58,614.48,15.37,False,2018-05-31,46.31
PROD-FAECF06B,AutoParts Tablets Model-274,CAT-003,Electronics,Tablets,Luxbrand,SKU-597016,441.45,166.82,7.58,True,2022-02-04,62.21
PROD-3EF2B0F7,ValuePick Educational Model-157,CAT-017,Toys,Educational,Trendset,SKU-195627,307.74,127.73,17.73,False,2022-09-02,58.49
PROD-4D7F3CB2,NatureCo Men's Wear Model-239,CAT-005,Clothing,Men's Wear,Sportzen,SKU-714723,1529.6,661.19,13.18,True,2022-02-10,56.77
PROD-939AE273,ReadMore Laptops Model-846,CAT-002,Electronics,Laptops,Kidsworld,SKU-264963,40.89,20.4,16.51,True,2022-01-14,50.11
PROD-758D74B5,ValuePick Outdoor Model-693,CAT-011,Sports,Outdoor,Sportzen,SKU-375077,1603.09,647.02,11.63,False,2018-06-15,59.64
PROD-B44D694A,QuickFit Kids Model-499,CAT-007,Clothing,Kids,Trendset,SKU-601850,254.54,137.14,14.67,True,2022-08-19,46.12
PROD-6BBE75C1,EcoLife Parts Model-653,CAT-020,Automotive,Parts,Homeplus,SKU-544669,1446.98,1004.96,10.7,True,2022-01-15,30.55
PROD-6C304D52,NatureCo Laptops Model-721,CAT-002,Electronics,Laptops,Autoparts,SKU-642626,182.33,78.11,4.39,True,2021-12-04,57.16
PROD-CF98F1CA,KidsWorld Outdoor Model-668,CAT-011,Sports,Outdoor,Quickfit,SKU-232663,465.74,299.83,1.68,True,2022-08-30,35.62
PROD-3148435E,QuickFit Fitness Model-946,CAT-012,Sports,Fitness,Techpro,SKU-689583,195.16,94.37,24.45,False,2022-01-10,51.64
PROD-37EE9ABD,ReadMore Outdoor Model-868,CAT-011,Sports,Outdoor,Quickfit,SKU-433859,1361.28,580.35,9.13,True,2018-03-24,57.37
PROD-6A8DB644,TrendSet Organic Model-906,CAT-019,Food,Organic,Trendset,SKU-348923,742.7,424.01,13.44,True,2022-09-29,42.91
PROD-755504D1,GlowUp Educational Model-660,CAT-017,Toys,Educational,Natureco,SKU-609748,279.48,153.48,16.18,True,2020-05-19,45.08
PROD-06DFF244,TrendSet Educational Model-332,CAT-017,Toys,Educational,Luxbrand,SKU-234701,1611.27,1071.75,4.91,True,2018-01-23,33.48
PROD-46E40FFE,ReadMore Outdoor Model-912,CAT-011,Sports,Outdoor,Techpro,SKU-749154,1764.15,988.56,6.52,True,2020-04-02,43.96
PROD-D7C77286,ReadMore Makeup Model-431,CAT-016,Beauty,Makeup,Gadgethub,SKU-644247,1626.66,1084.38,4.94,True,2018-04-19,33.34
PROD-177FC994,ValuePick Organic Model-703,CAT-019,Food,Organic,Trendset,SKU-683265,238.34,136.76,16.33,True,2020-09-23,42.62
PROD-9756BEA9,NatureCo Kids Model-998,CAT-007,Clothing,Kids,Homeplus,SKU-843565,462.97,184.78,23.04,True,2021-02-18,60.09
PROD-FBB48F63,StyleCo Kitchen Model-301,CAT-009,Home & Garden,Kitchen,Luxbrand,SKU-507783,1151.96,421.84,12.39,True,2020-01-25,63.38
PROD-DA6770E4,HomePlus Kitchen Model-990,CAT-009,Home & Garden,Kitchen,Trendset,SKU-606149,1348.54,767.26,5.33,True,2023-05-19,43.1
PROD-3B364654,GlowUp Parts Model-152,CAT-020,Automotive,Parts,Techpro,SKU-415817,1653.38,617.57,0.84,False,2021-11-05,62.65
PROD-2039BFEC,GlowUp Non-Fiction Model-230,CAT-014,Books,Non-Fiction,Luxbrand,SKU-699860,1748.61,1109.37,4.09,True,2020-08-10,36.56
PROD-0B674A0B,ValuePick Laptops Model-358,CAT-002,Electronics,Laptops,Kidsworld,SKU-478847,1115.94,488.4,22.03,False,2022-06-22,56.23
PROD-B78E9D28,GadgetHub Skincare Model-545,CAT-015,Beauty,Skincare,Sportzen,SKU-295441,1563.95,899.46,11.51,True,2018-12-13,42.49
PROD-9830B193,KidsWorld Women's Wear Model-866,CAT-006,Clothing,Women's Wear,Luxbrand,SKU-563360,1207.21,489.91,0.21,False,2019-12-22,59.42
PROD-78919B32,NatureCo Women's Wear Model-997,CAT-006,Clothing,Women's Wear,Styleco,SKU-979706,1155.46,563.3,6.5,True,2023-05-10,51.25
PROD-F34FDC28,GlowUp Makeup Model-313,CAT-016,Beauty,Makeup,Autoparts,SKU-757961,351.9,234.96,13.91,True,2022-07-01,33.23
PROD-E634AAC1,ReadMore Accessories Model-825,CAT-004,Electronics,Accessories,Kidsworld,SKU-921694,1552.28,705.28,10.67,False,2018-11-12,54.56
PROD-E2F64F92,LuxBrand Parts Model-952,CAT-020,Automotive,Parts,Quickfit,SKU-369198,502.99,327.24,5.74,True,2023-11-22,34.94
PROD-1E3BB84E,StyleCo Skincare Model-968,CAT-015,Beauty,Skincare,Ecolife,SKU-164144,1525.26,1016.53,4.58,True,2021-02-17,33.35
PROD-2A944186,LuxBrand Decor Model-159,CAT-010,Home & Garden,Decor,Glowup,SKU-523783,1537.38,718.6,20.25,True,2020-07-09,53.26
PROD-25256072,EcoLife Smartphones Model-660,CAT-001,Electronics,Smartphones,Ecolife,SKU-342694,40.64,19.4,6.3,True,2022-06-24,52.26
PROD-605675A7,GadgetHub Smartphones Model-914,CAT-001,Electronics,Smartphones,Kidsworld,SKU-791746,1148.01,690.36,20.16,True,2024-04-12,39.86
PROD-33076F61,TechPro Makeup Model-439,CAT-016,Beauty,Makeup,Quickfit,SKU-104556,1029.64,700.04,10.47,True,2021-02-10,32.01
PROD-6EE19BEA,GlowUp Educational Model-972,CAT-017,Toys,Educational,Sportzen,SKU-613035,1383.4,723.65,10.59,True,2023-11-21,47.69
PROD-6EDDA20E,GlowUp Kitchen Model-559,CAT-009,Home & Garden,Kitchen,Luxbrand,SKU-729211,170.05,66.33,5.67,True,2023-11-27,60.99
PROD-4E815795,TechPro Women's Wear Model-453,CAT-006,Clothing,Women's Wear,Kidsworld,SKU-902998,132.53,84.57,0.91,True,2021-12-21,36.19
PROD-C8EAEFDC,StyleCo Skincare Model-284,CAT-015,Beauty,Skincare,Glowup,SKU-842028,1941.0,1333.05,5.96,True,2018-01-28,31.32
PROD-4B7D7BE4,ReadMore Fiction Model-804,CAT-013,Books,Fiction,Homeplus,SKU-219144,1280.2,853.48,7.29,True,2019-05-01,33.33
PROD-02F8BF6A,ValuePick Laptops Model-481,CAT-002,Electronics,Laptops,Glowup,SKU-563084,1190.54,443.37,20.72,False,2024-05-05,62.76
PROD-7DEBE1AF,NatureCo Outdoor Model-431,CAT-011,Sports,Outdoor,Trendset,SKU-284093,523.59,365.94,2.52,True,2024-04-06,30.11
PROD-B6DB3E64,TrendSet Accessories Model-864,CAT-004,Electronics,Accessories,Gadgethub,SKU-772930,1599.25,1067.76,22.3,True,2018-05-14,33.23
PROD-5681B6B0,SportZen Kitchen Model-731,CAT-009,Home & Garden,Kitchen,Techpro,SKU-147538,398.41,194.48,15.6,True,2022-10-14,51.19
PROD-3AAD656F,KidsWorld Kitchen Model-505,CAT-009,Home & Garden,Kitchen,Sportzen,SKU-307887,1859.08,1149.36,1.22,True,2019-05-25,38.18
PROD-166851AC,ReadMore Outdoor Model-844,CAT-011,Sports,Outdoor,Kidsworld,SKU-375144,514.35,264.36,24.12,True,2023-12-11,48.6
PROD-A14E2817,ReadMore Fiction Model-456,CAT-013,Books,Fiction,Readmore,SKU-553732,374.78,172.53,15.09,False,2019-07-08,53.96
PROD-A7F02CD9,NatureCo Non-Fiction Model-680,CAT-014,Books,Non-Fiction,Glowup,SKU-756262,590.49,317.5,21.78,False,2019-05-17,46.23
PROD-D3604621,LuxBrand Fiction Model-594,CAT-013,Books,Fiction,Kidsworld,SKU-464546,1145.7,639.54,18.22,False,2023-08-05,44.18
PROD-D2EA1399,AutoParts Smartphones Model-277,CAT-001,Electronics,Smartphones,Natureco,SKU-619370,1411.51,549.9,24.86,True,2022-11-19,61.04
PROD-F4EAD736,GlowUp Kitchen Model-522,CAT-009,Home & Garden,Kitchen,Styleco,SKU-952807,140.21,96.31,21.81,True,2021-08-31,31.31
PROD-C065180B,StyleCo Men's Wear Model-365,CAT-005,Clothing,Men's Wear,Styleco,SKU-956539,1958.93,1056.35,5.97,False,2021-02-16,46.08
PROD-A240092D,TechPro Organic Model-747,CAT-019,Food,Organic,Kidsworld,SKU-301191,298.78,117.42,24.01,True,2020-10-17,60.7
PROD-96E07213,QuickFit Laptops Model-741,CAT-002,Electronics,Laptops,Quickfit,SKU-642724,824.29,536.24,11.59,True,2019-05-12,34.95
PROD-7BB53BD8,AutoParts Skincare Model-197,CAT-015,Beauty,Skincare,Sportzen,SKU-423112,55.94,24.15,23.44,True,2023-11-11,56.83
PROD-EAA34C52,GadgetHub Action Figures Model-480,CAT-018,Toys,Action Figures,Natureco,SKU-621837,1552.23,851.59,10.91,True,2018-01-17,45.14
PROD-4122A71F,TrendSet Laptops Model-983,CAT-002,Electronics,Laptops,Techpro,SKU-458132,1711.86,877.55,11.61,True,2019-01-09,48.74
PROD-215D0841,HomePlus Skincare Model-517,CAT-015,Beauty,Skincare,Styleco,SKU-736879,1241.49,524.86,15.27,True,2020-11-12,57.72
PROD-EB481065,QuickFit Men's Wear Model-499,CAT-005,Clothing,Men's Wear,Homeplus,SKU-440344,1924.43,1059.94,20.98,True,2020-07-15,44.92
PROD-BAD9617B,EcoLife Fiction Model-188,CAT-013,Books,Fiction,Sportzen,SKU-129642,698.57,374.05,18.66,True,2019-05-14,46.45
PROD-E2BCEC6A,TechPro Tablets Model-453,CAT-003,Electronics,Tablets,Gadgethub,SKU-803392,357.14,188.22,12.79,True,2024-04-08,47.3
PROD-DE102E93,KidsWorld Organic Model-614,CAT-019,Food,Organic,Gadgethub,SKU-389229,1259.69,726.28,0.25,False,2020-08-21,42.34
PROD-B3E77C18,LuxBrand Accessories Model-656,CAT-004,Electronics,Accessories,Autoparts,SKU-663815,1236.48,753.17,20.92,True,2018-11-23,39.09
PROD-8E582066,NatureCo Kids Model-980,CAT-007,Clothing,Kids,Homeplus,SKU-503254,374.51,188.57,3.77,True,2022-04-05,49.65
PROD-F0DD6B49,GadgetHub Parts Model-758,CAT-020,Automotive,Parts,Ecolife,SKU-933829,1676.83,986.76,19.66,False,2019-03-12,41.15
PROD-09500315,StyleCo Decor Model-337,CAT-010,Home & Garden,Decor,Luxbrand,SKU-946293,1180.22,753.31,5.1,True,2018-04-07,36.17
PROD-05DECE71,ReadMore Kids Model-830,CAT-007,Clothing,Kids,Techpro,SKU-988326,920.9,481.66,6.91,True,2020-11-03,47.7
PROD-AFE7EC30,KidsWorld Kids Model-474,CAT-007,Clothing,Kids,Glowup,SKU-540848,985.91,366.01,22.94,True,2018-10-15,62.88
PROD-143EC8AB,GlowUp Men's Wear Model-572,CAT-005,Clothing,Men's Wear,Techpro,SKU-143067,764.02,317.74,20.2,True,2021-12-14,58.41
PROD-BD7E178C,StyleCo Tablets Model-757,CAT-003,Electronics,Tablets,Trendset,SKU-925324,192.84,125.81,7.07,False,2024-03-21,34.76
PROD-D6007751,ReadMore Kids Model-757,CAT-007,Clothing,Kids,Sportzen,SKU-111338,191.89,111.38,16.54,True,2021-12-30,41.96
PROD-88E77228,AutoParts Tablets Model-907,CAT-003,Electronics,Tablets,Natureco,SKU-456677,222.0,108.18,12.59,True,2020-10-28,51.27
PROD-249EB7BB,SportZen Accessories Model-387,CAT-004,Electronics,Accessories,Kidsworld,SKU-574595,1457.65,880.39,7.43,True,2022-04-24,39.6
PROD-03CA6607,TrendSet Decor Model-117,CAT-010,Home & Garden,Decor,Quickfit,SKU-379622,1395.45,701.25,4.26,False,2021-10-11,49.75
PROD-786318A1,QuickFit Accessories Model-319,CAT-004,Electronics,Accessories,Luxbrand,SKU-691297,1449.72,602.31,1.27,True,2023-11-01,58.45
PROD-67071DCC,EcoLife Skincare Model-171,CAT-015,Beauty,Skincare,Sportzen,SKU-358139,1025.43,475.46,17.2,True,2018-12-21,53.63
PROD-013F85A6,StyleCo Men's Wear Model-680,CAT-005,Clothing,Men's Wear,Natureco,SKU-949736,643.81,352.87,1.53,False,2021-11-22,45.19
PROD-7DB4ED2D,TechPro Non-Fiction Model-809,CAT-014,Books,Non-Fiction,Luxbrand,SKU-354910,948.88,520.56,22.98,True,2018-04-29,45.14
PROD-B3E75624,TechPro Parts Model-504,CAT-020,Automotive,Parts,Styleco,SKU-504377,217.16,84.76,16.55,True,2024-01-12,60.97
PROD-D7EAC29E,GadgetHub Educational Model-360,CAT-017,Toys,Educational,Techpro,SKU-587136,1766.3,745.79,16.54,True,2022-11-17,57.78
PROD-A61EEC82,NatureCo Organic Model-914,CAT-019,Food,Organic,Valuepick,SKU-990112,1470.4,800.44,24.34,True,2020-08-25,45.56
PROD-A815F12D,KidsWorld Tablets Model-539,CAT-003,Electronics,Tablets,Trendset,SKU-570287,1464.41,514.65,1.95,True,2021-02-15,64.86
PROD-FF755565,AutoParts Fitness Model-236,CAT-012,Sports,Fitness,Sportzen,SKU-495953,798.03,283.3,16.01,False,2020-08-07,64.5
PROD-97614E63,StyleCo Action Figures Model-217,CAT-018,Toys,Action Figures,Valuepick,SKU-918595,488.39,275.7,17.7,True,2023-07-31,43.55
PROD-8C89FAEE,AutoParts Women's Wear Model-214,CAT-006,Clothing,Women's Wear,Quickfit,SKU-179427,345.64,225.89,21.59,True,2020-12-15,34.65
PROD-88351525,HomePlus Accessories Model-327,CAT-004,Electronics,Accessories,Glowup,SKU-183247,1445.14,725.35,16.67,True,2018-05-18,49.81
PROD-B78E8145,ValuePick Furniture Model-613,CAT-008,Home & Garden,Furniture,Natureco,SKU-684579,1010.17,569.48,7.89,True,2022-07-02,43.63
PROD-7A866F74,SportZen Fiction Model-677,CAT-013,Books,Fiction,Glowup,SKU-785274,1607.17,703.62,14.21,False,2020-05-04,56.22
PROD-4D812C50,SportZen Men's Wear Model-851,CAT-005,Clothing,Men's Wear,Luxbrand,SKU-847951,285.81,107.46,12.31,False,2022-04-08,62.4
PROD-2AD96D15,QuickFit Accessories Model-616,CAT-004,Electronics,Accessories,Readmore,SKU-832446,1222.07,808.91,0.98,True,2024-03-26,33.81
PROD-06B360E0,GadgetHub Fiction Model-585,CAT-013,Books,Fiction,Glowup,SKU-730622,1895.11,751.91,23.38,True,2020-04-02,60.32
PROD-AD7D05F0,GadgetHub Men's Wear Model-935,CAT-005,Clothing,Men's Wear,Valuepick,SKU-674496,705.4,427.39,16.47,True,2021-09-14,39.41
PROD-A73745A8,TechPro Parts Model-804,CAT-020,Automotive,Parts,Glowup,SKU-201569,629.63,422.37,21.9,True,2019-07-16,32.92
PROD-77859119,QuickFit Smartphones Model-580,CAT-001,Electronics,Smartphones,Natureco,SKU-605669,804.8,540.4,8.41,True,2023-05-16,32.85
PROD-D4EF4EF8,KidsWorld Skincare Model-298,CAT-015,Beauty,Skincare,Styleco,SKU-552361,566.16,368.38,17.96,True,2023-03-13,34.93
PROD-FD084764,KidsWorld Furniture Model-793,CAT-008,Home & Garden,Furniture,Luxbrand,SKU-130233,684.4,337.21,20.79,True,2018-05-06,50.73
PROD-600CDE68,StyleCo Outdoor Model-397,CAT-011,Sports,Outdoor,Luxbrand,SKU-569664,419.53,164.03,23.99,True,2023-11-02,60.9
PROD-79A38775,ValuePick Tablets Model-128,CAT-003,Electronics,Tablets,Quickfit,SKU-624381,1130.76,678.45,6.55,True,2021-09-21,40.0
PROD-04252B99,GadgetHub Organic Model-889,CAT-019,Food,Organic,Glowup,SKU-343195,893.65,537.04,18.38,True,2023-07-22,39.9
PROD-40D2014D,StyleCo Accessories Model-628,CAT-004,Electronics,Accessories,Readmore,SKU-215315,114.05,70.78,24.61,False,2024-01-06,37.94
PROD-5F0FBDD9,NatureCo Decor Model-806,CAT-010,Home & Garden,Decor,Quickfit,SKU-986959,377.8,158.59,22.77,True,2022-05-11,58.02
